com.mysql.jdbc.JDBC4PreparedStatement@1ad37f5c: SELECT id, userName, password, birth, siret FROM user WHERE userName = '18/5285'  AND password = '1'  Mon Apr 10 16:32:11 CEST 2023 
com.mysql.jdbc.JDBC4PreparedStatement@4809d897: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:26:56 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@5e7cf947: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:29:46 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@414a5b07: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:30:20 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@1ed18e2: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:38:05 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@50f787bd: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:39:41 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@cfba8c5: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:39:52 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@183b488a: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:42:36 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@2360cdf9: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:45:41 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@e10a768: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:46:27 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@12f417f2: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:49:17 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@77ccd1fe: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:49:35 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@21cfb504: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:53:49 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@13b0048a: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 17:56:11 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@60fa8e56: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 18:21:47 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@2c0803c3: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 18:23:15 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@53722907: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 18:24:07 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@5f43e49f: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 18:25:17 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@5f43e49f: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 18:26:09 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@6236854f: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 18:27:18 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@12f417f2: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 18:44:45 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@5f43e49f: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 18:45:53 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@6b125c84: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 18:52:28 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@21cfb504: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 18:57:43 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@3894b24: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 19:01:41 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@7e0d8f82: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 19:49:49 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@12f417f2: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 20:04:18 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@60fa8e56: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 20:12:07 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@34cae9e2: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 20:16:43 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@609c0821: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 20:19:10 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@12f417f2: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 20:32:38 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@5e7cf947: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 20:33:36 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@6236854f: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 20:34:39 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@3bbf100d: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 20:35:42 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@72d2d2f2: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 20:40:25 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@5f43e49f: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Tue Apr 18 20:42:05 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@64b35d16: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Wed Apr 19 19:08:49 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@77d62020: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Wed Apr 19 20:04:51 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@f342c80: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'Thomas Vanthelons'  AND password = '1234'  --- Fri Apr 28 03:42:37 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@660f33ca: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri Apr 28 03:47:00 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@1d557209: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri Apr 28 03:49:27 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@c049011: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri Apr 28 03:51:09 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@2555a57: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri Apr 28 03:58:01 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@20d70673: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri Apr 28 03:59:07 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@428fb797: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Sun Apr 30 17:33:37 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@74c45770: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 18:18:13 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@6245e895: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 18:21:20 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@23ca167b: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'A'  AND password = 'a'  --- Fri May 05 20:00:16 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@23ca167b: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 22:42:18 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@20d70673: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 22:45:40 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@1679365a: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 22:46:40 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@25b8829a: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 22:48:31 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@c08d86e: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 22:52:28 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@5addcd34: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 22:54:08 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@24412bf0: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 22:55:08 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@76dd387f: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 22:56:53 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@20d70673: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 22:58:16 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@1679365a: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 22:59:10 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@23ca167b: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:00:17 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@428fb797: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:01:01 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@50083c12: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:01:59 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@27412b27: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:04:39 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@c08d86e: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:07:17 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@23ca167b: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:08:04 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@76dd387f: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:12:12 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@660f33ca: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:12:42 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@4c133aba: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:13:06 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@820d700: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:13:59 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@565407: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:16:07 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@50083c12: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:21:09 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@809af4d: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Fri May 05 23:22:09 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@18cb2685: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Sat May 06 19:48:37 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@23ca167b: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Sat May 06 20:29:11 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@20d70673: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Sat May 06 20:29:32 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@3007281c: SELECT id, userName, password, birth, siret FROM user WHERE userName = 'a'  AND password = 'a'  --- Sat May 06 20:42:37 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@26e6d298: SELECT  id, userName, adresse, cp, ville, mail, Tel, hoj, hoh, description  FROM medecin WHERE userName = 'a'  AND password = null  --- Thu May 11 17:16:30 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@3c916e82: SELECT  id, userName, adresse, cp, ville, mail, Tel, hoj, hoh, description  FROM medecin WHERE userName = 'a'  AND password = null  --- Thu May 11 17:24:10 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@39ae07a0: SELECT  id, userName, adresse, cp, ville, mail, Tel, hoj, hoh, description  FROM medecin WHERE userName = 'a'  AND password = null  --- Thu May 11 17:26:10 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@20b9ae13: SELECT  id, userName, adresse, cp, ville, mail, Tel, hoj, hoh, description  FROM medecin WHERE userName = 'a'  AND password = null  --- Thu May 11 17:27:31 CEST 2023
com.mysql.jdbc.JDBC4PreparedStatement@7209f6d2: SELECT  id, userName, adresse, cp, ville, mail, Tel, hoj, hoh, description  FROM medecin WHERE userName = 'a'  AND password = 'a'  --- Thu May 11 17:28:02 CEST 2023
